customer_id,monthly_charges,tenure_months,contract_type,churn_probability,risk_tier,predicted_churn,actual_churn
1806,25.1,36,Two year,0.0176,"Low Risk
(0–30%)",0,0
1807,76.35,1,Month-to-month,0.7928,"High Risk
(60–100%)",1,1
1808,79.15,23,Month-to-month,0.5257,"Medium Risk
(30–60%)",1,1
1809,85.0,32,Month-to-month,0.5438,"Medium Risk
(30–60%)",1,1
1810,95.15,71,One year,0.0392,"Low Risk
(0–30%)",0,0
1811,79.35,23,Month-to-month,0.4065,"Medium Risk
(30–60%)",0,0
1812,96.65,17,One year,0.2663,"Low Risk
(0–30%)",0,0
1813,75.5,1,Month-to-month,0.531,"Medium Risk
(30–60%)",1,0
1814,19.7,12,Two year,0.0204,"Low Risk
(0–30%)",0,0
1815,20.5,72,Two year,0.0112,"Low Risk
(0–30%)",0,0
1816,19.2,1,Month-to-month,0.2413,"Low Risk
(0–30%)",0,0
1817,98.35,72,Two year,0.0668,"Low Risk
(0–30%)",0,0
1818,74.35,60,Month-to-month,0.1763,"Low Risk
(0–30%)",0,0
1819,51.35,61,Two year,0.026,"Low Risk
(0–30%)",0,0
1820,45.65,6,Month-to-month,0.2417,"Low Risk
(0–30%)",0,0
1821,85.3,32,Month-to-month,0.4418,"Medium Risk
(30–60%)",0,1
1822,86.55,31,Month-to-month,0.3935,"Medium Risk
(30–60%)",0,1
1823,73.85,19,Month-to-month,0.3369,"Medium Risk
(30–60%)",0,1
1824,20.3,72,Two year,0.0105,"Low Risk
(0–30%)",0,0
1825,54.2,32,Month-to-month,0.3019,"Medium Risk
(30–60%)",0,0
1826,90.65,65,Month-to-month,0.3631,"Medium Risk
(30–60%)",0,0
1827,50.9,45,Month-to-month,0.1928,"Low Risk
(0–30%)",0,0
1828,25.05,42,One year,0.0458,"Low Risk
(0–30%)",0,0
1829,74.85,8,Month-to-month,0.7009,"High Risk
(60–100%)",1,0
1830,20.5,32,Two year,0.0162,"Low Risk
(0–30%)",0,0
1831,63.55,22,Month-to-month,0.1399,"Low Risk
(0–30%)",0,0
1832,44.85,57,Month-to-month,0.3348,"Medium Risk
(30–60%)",0,1
1833,47.95,1,Month-to-month,0.472,"Medium Risk
(30–60%)",0,0
1834,45.1,1,Month-to-month,0.6345,"High Risk
(60–100%)",1,1
1835,45.0,1,Month-to-month,0.6374,"High Risk
(60–100%)",1,0
1836,96.0,24,Month-to-month,0.4866,"Medium Risk
(30–60%)",0,1
1837,20.05,1,Month-to-month,0.3166,"Medium Risk
(30–60%)",0,1
1838,90.05,54,Month-to-month,0.3737,"Medium Risk
(30–60%)",0,0
1839,25.3,4,Two year,0.035,"Low Risk
(0–30%)",0,0
1840,108.65,65,Two year,0.1125,"Low Risk
(0–30%)",0,1
1841,24.3,56,One year,0.046,"Low Risk
(0–30%)",0,0
1842,75.95,45,Month-to-month,0.2237,"Low Risk
(0–30%)",0,0
1843,19.7,71,Two year,0.0095,"Low Risk
(0–30%)",0,0
1844,66.4,59,One year,0.0372,"Low Risk
(0–30%)",0,0
1845,35.75,69,One year,0.0723,"Low Risk
(0–30%)",0,0
1846,18.8,19,One year,0.0339,"Low Risk
(0–30%)",0,0
1847,19.4,55,Two year,0.0151,"Low Risk
(0–30%)",0,0
1848,19.3,38,One year,0.0311,"Low Risk
(0–30%)",0,0
1849,45.55,10,Month-to-month,0.3879,"Medium Risk
(30–60%)",0,1
1850,67.45,47,Month-to-month,0.1825,"Low Risk
(0–30%)",0,0
1851,35.1,2,Month-to-month,0.6759,"High Risk
(60–100%)",1,1
1852,46.2,1,Month-to-month,0.5072,"Medium Risk
(30–60%)",1,1
1853,45.15,1,Month-to-month,0.5757,"Medium Risk
(30–60%)",1,1
1854,43.3,1,Month-to-month,0.7312,"High Risk
(60–100%)",1,1
1855,20.1,46,Two year,0.0181,"Low Risk
(0–30%)",0,0
1856,57.15,38,Month-to-month,0.1637,"Low Risk
(0–30%)",0,1
1857,58.9,65,Two year,0.0212,"Low Risk
(0–30%)",0,0
1858,73.2,19,Month-to-month,0.3761,"Medium Risk
(30–60%)",0,1
1859,85.35,52,Month-to-month,0.3485,"Medium Risk
(30–60%)",0,1
1860,19.45,71,Two year,0.0099,"Low Risk
(0–30%)",0,0
1861,45.95,1,Month-to-month,0.5134,"Medium Risk
(30–60%)",1,1
1862,50.5,52,Month-to-month,0.2483,"Low Risk
(0–30%)",0,0
1863,25.1,6,One year,0.0465,"Low Risk
(0–30%)",0,0
1864,60.7,26,One year,0.1177,"Low Risk
(0–30%)",0,0
1865,99.0,48,One year,0.3533,"Medium Risk
(30–60%)",0,0
1866,104.4,64,One year,0.1548,"Low Risk
(0–30%)",0,0
1867,83.75,3,Month-to-month,0.5989,"Medium Risk
(30–60%)",1,1
1868,44.05,1,Month-to-month,0.5418,"Medium Risk
(30–60%)",1,0
1869,24.1,72,Two year,0.0098,"Low Risk
(0–30%)",0,0
1870,45.55,1,Month-to-month,0.5544,"Medium Risk
(30–60%)",1,0
1871,93.8,51,Month-to-month,0.32,"Medium Risk
(30–60%)",0,0
1872,19.7,41,Two year,0.0173,"Low Risk
(0–30%)",0,0
1873,70.65,72,Two year,0.0214,"Low Risk
(0–30%)",0,0
1874,86.45,43,Two year,0.03,"Low Risk
(0–30%)",0,0
1875,114.1,72,Two year,0.0465,"Low Risk
(0–30%)",0,0
1876,95.2,47,One year,0.257,"Low Risk
(0–30%)",0,0
1877,88.55,72,Two year,0.017,"Low Risk
(0–30%)",0,0
1878,20.75,3,Month-to-month,0.1588,"Low Risk
(0–30%)",0,0
1879,70.05,1,Month-to-month,0.7976,"High Risk
(60–100%)",1,1
1880,86.0,2,Month-to-month,0.8141,"High Risk
(60–100%)",1,1
1881,44.65,26,Month-to-month,0.179,"Low Risk
(0–30%)",0,0
1882,60.2,29,Month-to-month,0.1487,"Low Risk
(0–30%)",0,0
1883,100.5,35,Month-to-month,0.3271,"Medium Risk
(30–60%)",0,1
1884,55.45,27,One year,0.0421,"Low Risk
(0–30%)",0,0
1885,70.3,24,Month-to-month,0.1077,"Low Risk
(0–30%)",0,0
1886,60.4,67,Two year,0.0207,"Low Risk
(0–30%)",0,0
1887,72.65,16,Month-to-month,0.4338,"Medium Risk
(30–60%)",0,1
1888,55.8,23,One year,0.0675,"Low Risk
(0–30%)",0,0
1889,31.1,14,Month-to-month,0.2758,"Low Risk
(0–30%)",0,0
1890,21.0,1,Month-to-month,0.3904,"Medium Risk
(30–60%)",0,1
1891,45.1,1,Month-to-month,0.5717,"Medium Risk
(30–60%)",1,1
1892,50.95,4,Month-to-month,0.529,"Medium Risk
(30–60%)",1,0
1893,69.1,16,Month-to-month,0.2624,"Low Risk
(0–30%)",0,0
1894,43.95,46,Month-to-month,0.3447,"Medium Risk
(30–60%)",0,0
1895,86.5,68,Two year,0.0223,"Low Risk
(0–30%)",0,0
1896,69.95,38,Month-to-month,0.13,"Low Risk
(0–30%)",0,0
1897,50.4,30,Month-to-month,0.2014,"Low Risk
(0–30%)",0,1
1898,78.95,5,Month-to-month,0.6162,"High Risk
(60–100%)",1,1
1899,90.95,17,Month-to-month,0.3871,"Medium Risk
(30–60%)",0,0
1900,19.9,4,Two year,0.0235,"Low Risk
(0–30%)",0,0
1901,20.15,12,One year,0.0496,"Low Risk
(0–30%)",0,0
1902,90.6,72,Two year,0.0161,"Low Risk
(0–30%)",0,0
1903,92.0,3,Month-to-month,0.7324,"High Risk
(60–100%)",1,0
1904,94.45,56,Month-to-month,0.3414,"Medium Risk
(30–60%)",0,1
1905,24.85,41,One year,0.0405,"Low Risk
(0–30%)",0,0
1906,36.0,40,One year,0.0624,"Low Risk
(0–30%)",0,0
1907,78.5,7,Month-to-month,0.2134,"Low Risk
(0–30%)",0,0
1908,19.95,69,Two year,0.0157,"Low Risk
(0–30%)",0,0
1909,20.65,7,One year,0.0376,"Low Risk
(0–30%)",0,0
1910,30.5,5,Month-to-month,0.4689,"Medium Risk
(30–60%)",0,0
1911,106.1,72,Two year,0.0305,"Low Risk
(0–30%)",0,0
1912,20.5,44,One year,0.0331,"Low Risk
(0–30%)",0,0
1913,95.5,65,One year,0.1994,"Low Risk
(0–30%)",0,0
1914,64.6,3,Month-to-month,0.4065,"Medium Risk
(30–60%)",0,0
1915,51.1,24,Month-to-month,0.1372,"Low Risk
(0–30%)",0,0
1916,84.8,44,Month-to-month,0.3346,"Medium Risk
(30–60%)",0,1
1917,89.1,72,Two year,0.0193,"Low Risk
(0–30%)",0,0
1918,54.95,24,Month-to-month,0.1325,"Low Risk
(0–30%)",0,0
1919,50.9,1,Month-to-month,0.5358,"Medium Risk
(30–60%)",1,1
1920,20.45,22,Month-to-month,0.0979,"Low Risk
(0–30%)",0,0
1921,85.95,70,Two year,0.0408,"Low Risk
(0–30%)",0,0
1922,60.35,25,Month-to-month,0.26,"Low Risk
(0–30%)",0,0
1923,19.8,37,Two year,0.0173,"Low Risk
(0–30%)",0,0
1924,85.35,22,Month-to-month,0.3795,"Medium Risk
(30–60%)",0,0
1925,72.1,59,Two year,0.0335,"Low Risk
(0–30%)",0,0
1926,99.8,49,Month-to-month,0.5731,"Medium Risk
(30–60%)",1,1
1927,107.35,47,Month-to-month,0.3899,"Medium Risk
(30–60%)",0,1
1928,19.55,31,Month-to-month,0.0817,"Low Risk
(0–30%)",0,1
1929,81.05,1,Month-to-month,0.8447,"High Risk
(60–100%)",1,0
1930,20.5,3,Month-to-month,0.184,"Low Risk
(0–30%)",0,0
1931,111.8,53,One year,0.2645,"Low Risk
(0–30%)",0,0
1932,20.2,1,Month-to-month,0.3187,"Medium Risk
(30–60%)",0,0
1933,19.7,20,One year,0.0398,"Low Risk
(0–30%)",0,0
1934,79.1,3,Month-to-month,0.4623,"Medium Risk
(30–60%)",0,1
1935,19.85,51,One year,0.0355,"Low Risk
(0–30%)",0,0
1936,60.5,51,One year,0.0395,"Low Risk
(0–30%)",0,0
1937,19.55,13,Two year,0.0211,"Low Risk
(0–30%)",0,0
1938,20.9,1,Month-to-month,0.322,"Medium Risk
(30–60%)",0,0
1939,21.05,1,Month-to-month,0.3515,"Medium Risk
(30–60%)",0,0
1940,71.5,63,One year,0.045,"Low Risk
(0–30%)",0,0
1941,54.65,3,Month-to-month,0.3304,"Medium Risk
(30–60%)",0,0
1942,19.2,46,Two year,0.0164,"Low Risk
(0–30%)",0,0
1943,49.8,1,Month-to-month,0.6278,"High Risk
(60–100%)",1,0
1944,25.5,8,Month-to-month,0.2504,"Low Risk
(0–30%)",0,1
1945,20.5,71,Two year,0.0101,"Low Risk
(0–30%)",0,0
1946,90.4,55,Month-to-month,0.2664,"Low Risk
(0–30%)",0,0
1947,90.25,70,One year,0.069,"Low Risk
(0–30%)",0,0
1948,80.75,2,Month-to-month,0.6271,"High Risk
(60–100%)",1,1
1949,104.6,67,Two year,0.0957,"Low Risk
(0–30%)",0,0
1950,91.85,65,Month-to-month,0.2912,"Low Risk
(0–30%)",0,1
1951,50.2,14,Month-to-month,0.1768,"Low Risk
(0–30%)",0,0
1952,95.5,20,Month-to-month,0.3776,"Medium Risk
(30–60%)",0,0
1953,75.35,1,Month-to-month,0.7763,"High Risk
(60–100%)",1,1
1954,75.45,1,Month-to-month,0.8413,"High Risk
(60–100%)",1,1
1955,95.4,49,Month-to-month,0.4035,"Medium Risk
(30–60%)",0,0
1956,101.3,72,Two year,0.0367,"Low Risk
(0–30%)",0,0
1957,53.1,46,Month-to-month,0.2175,"Low Risk
(0–30%)",0,0
1958,84.85,24,Month-to-month,0.4139,"Medium Risk
(30–60%)",0,0
1959,34.25,5,Month-to-month,0.2692,"Low Risk
(0–30%)",0,0
1960,88.6,33,Month-to-month,0.231,"Low Risk
(0–30%)",0,0
1961,60.15,42,One year,0.0657,"Low Risk
(0–30%)",0,0
1962,99.95,23,One year,0.2414,"Low Risk
(0–30%)",0,0
1963,70.7,8,Month-to-month,0.4183,"Medium Risk
(30–60%)",0,0
1964,54.8,66,One year,0.0358,"Low Risk
(0–30%)",0,0
1965,49.55,24,Month-to-month,0.1589,"Low Risk
(0–30%)",0,1
1966,54.8,24,Month-to-month,0.2033,"Low Risk
(0–30%)",0,0
1967,78.6,69,One year,0.0655,"Low Risk
(0–30%)",0,1
1968,100.3,53,One year,0.2483,"Low Risk
(0–30%)",0,0
1969,53.6,60,Two year,0.0547,"Low Risk
(0–30%)",0,0
1970,81.1,7,Month-to-month,0.6743,"High Risk
(60–100%)",1,1
1971,19.35,20,One year,0.0389,"Low Risk
(0–30%)",0,0
1972,85.6,23,Month-to-month,0.4446,"Medium Risk
(30–60%)",0,0
1973,80.8,72,Two year,0.0264,"Low Risk
(0–30%)",0,0
1974,74.95,11,Month-to-month,0.6619,"High Risk
(60–100%)",1,1
1975,19.6,21,Two year,0.0202,"Low Risk
(0–30%)",0,0
1976,93.55,1,Month-to-month,0.9033,"High Risk
(60–100%)",1,1
1977,90.7,31,Month-to-month,0.5335,"Medium Risk
(30–60%)",1,0
1978,69.75,57,Two year,0.0292,"Low Risk
(0–30%)",0,0
1979,20.0,45,Two year,0.0187,"Low Risk
(0–30%)",0,0
1980,95.25,10,Month-to-month,0.724,"High Risk
(60–100%)",1,0
1981,102.1,58,Month-to-month,0.3489,"Medium Risk
(30–60%)",0,1
1982,19.95,14,Month-to-month,0.0904,"Low Risk
(0–30%)",0,0
1983,80.85,27,One year,0.0832,"Low Risk
(0–30%)",0,0
1984,90.9,14,Month-to-month,0.4951,"Medium Risk
(30–60%)",0,1
1985,29.2,12,Month-to-month,0.1871,"Low Risk
(0–30%)",0,1
1986,93.3,69,Two year,0.0385,"Low Risk
(0–30%)",0,0
1987,89.15,25,Month-to-month,0.3793,"Medium Risk
(30–60%)",0,1
1988,108.85,58,One year,0.265,"Low Risk
(0–30%)",0,1
1989,46.35,35,Two year,0.0237,"Low Risk
(0–30%)",0,0
1990,84.75,16,Month-to-month,0.6767,"High Risk
(60–100%)",1,1
1991,78.75,45,One year,0.1199,"Low Risk
(0–30%)",0,0
1992,83.55,17,Month-to-month,0.5462,"Medium Risk
(30–60%)",1,0
1993,45.7,1,Month-to-month,0.6445,"High Risk
(60–100%)",1,1
1994,19.6,22,One year,0.0349,"Low Risk
(0–30%)",0,0
1995,69.95,1,Month-to-month,0.8053,"High Risk
(60–100%)",1,1
1996,67.85,67,Two year,0.0216,"Low Risk
(0–30%)",0,0
1997,105.65,67,Two year,0.1036,"Low Risk
(0–30%)",0,0
1998,44.6,2,Month-to-month,0.5534,"Medium Risk
(30–60%)",1,1
1999,74.95,23,Month-to-month,0.5282,"Medium Risk
(30–60%)",1,1
2000,75.5,9,Month-to-month,0.4599,"Medium Risk
(30–60%)",0,0
2001,20.15,5,Month-to-month,0.1344,"Low Risk
(0–30%)",0,0
2002,45.2,54,Two year,0.0242,"Low Risk
(0–30%)",0,0
2003,95.25,57,Two year,0.1382,"Low Risk
(0–30%)",0,1
2004,89.85,24,Month-to-month,0.4553,"Medium Risk
(30–60%)",0,1
2005,100.45,49,One year,0.2137,"Low Risk
(0–30%)",0,1
2006,47.15,5,Month-to-month,0.4536,"Medium Risk
(30–60%)",0,1
2007,80.2,2,Month-to-month,0.7097,"High Risk
(60–100%)",1,1
2008,87.1,4,Month-to-month,0.6756,"High Risk
(60–100%)",1,1
2009,79.25,70,Two year,0.022,"Low Risk
(0–30%)",0,0
2010,75.9,5,Month-to-month,0.6957,"High Risk
(60–100%)",1,1
2011,85.7,53,Month-to-month,0.1256,"Low Risk
(0–30%)",0,0
2012,98.75,47,Month-to-month,0.44,"Medium Risk
(30–60%)",0,1
2013,20.1,31,One year,0.0286,"Low Risk
(0–30%)",0,0
2014,61.8,13,Month-to-month,0.1365,"Low Risk
(0–30%)",0,0
2015,49.9,28,Month-to-month,0.1493,"Low Risk
(0–30%)",0,0
2016,86.45,10,Month-to-month,0.654,"High Risk
(60–100%)",1,1
2017,20.4,38,Two year,0.0191,"Low Risk
(0–30%)",0,0
2018,45.3,1,Month-to-month,0.5544,"Medium Risk
(30–60%)",1,1
2019,104.1,67,One year,0.2851,"Low Risk
(0–30%)",0,1
2020,75.4,52,One year,0.0854,"Low Risk
(0–30%)",0,0
2021,108.15,62,Two year,0.0717,"Low Risk
(0–30%)",0,0
2022,86.25,16,Month-to-month,0.528,"Medium Risk
(30–60%)",1,0
2023,81.0,5,Month-to-month,0.7805,"High Risk
(60–100%)",1,1
2024,95.7,12,One year,0.2556,"Low Risk
(0–30%)",0,0
2025,116.85,72,Two year,0.0314,"Low Risk
(0–30%)",0,0
2026,105.75,71,One year,0.1546,"Low Risk
(0–30%)",0,0
2027,20.15,24,One year,0.0334,"Low Risk
(0–30%)",0,0
2028,19.6,15,Two year,0.0233,"Low Risk
(0–30%)",0,0
2029,90.6,67,One year,0.0702,"Low Risk
(0–30%)",0,1
2030,60.95,2,Month-to-month,0.2488,"Low Risk
(0–30%)",0,0
2031,25.05,5,Month-to-month,0.3237,"Medium Risk
(30–60%)",0,0
2032,88.15,15,Month-to-month,0.4711,"Medium Risk
(30–60%)",0,1
2033,20.2,1,Month-to-month,0.3696,"Medium Risk
(30–60%)",0,1
2034,60.3,41,One year,0.0554,"Low Risk
(0–30%)",0,0
2035,63.95,43,Month-to-month,0.176,"Low Risk
(0–30%)",0,0
2036,74.3,1,Month-to-month,0.8076,"High Risk
(60–100%)",1,0
2037,70.6,1,Month-to-month,0.7631,"High Risk
(60–100%)",1,0
2038,90.8,26,Month-to-month,0.4942,"Medium Risk
(30–60%)",0,1
2039,79.35,22,Month-to-month,0.541,"Medium Risk
(30–60%)",1,1
2040,90.55,71,Two year,0.0166,"Low Risk
(0–30%)",0,0
2041,19.45,7,Two year,0.0234,"Low Risk
(0–30%)",0,0
2042,64.45,28,Month-to-month,0.1405,"Low Risk
(0–30%)",0,0
2043,69.65,16,Month-to-month,0.4216,"Medium Risk
(30–60%)",0,0
2044,19.5,7,One year,0.0415,"Low Risk
(0–30%)",0,0
2045,110.5,69,Two year,0.1158,"Low Risk
(0–30%)",0,0
2046,24.7,1,Month-to-month,0.4902,"Medium Risk
(30–60%)",0,0
2047,77.4,3,Month-to-month,0.3921,"Medium Risk
(30–60%)",0,0
2048,96.8,21,Month-to-month,0.4757,"Medium Risk
(30–60%)",0,1
2049,85.4,69,Month-to-month,0.2496,"Low Risk
(0–30%)",0,0
2050,47.6,71,Two year,0.0142,"Low Risk
(0–30%)",0,0
2051,19.4,69,Two year,0.0138,"Low Risk
(0–30%)",0,0
2052,103.85,48,Month-to-month,0.5154,"Medium Risk
(30–60%)",1,0
2053,83.35,47,Month-to-month,0.349,"Medium Risk
(30–60%)",0,1
2054,49.4,2,Month-to-month,0.66,"High Risk
(60–100%)",1,1
2055,108.45,45,Month-to-month,0.3682,"Medium Risk
(30–60%)",0,0
2056,81.0,51,Month-to-month,0.2335,"Low Risk
(0–30%)",0,0
2057,79.2,22,Month-to-month,0.2522,"Low Risk
(0–30%)",0,1
2058,86.65,72,Two year,0.0164,"Low Risk
(0–30%)",0,0
2059,92.95,37,Month-to-month,0.4422,"Medium Risk
(30–60%)",0,0
2060,90.35,71,Two year,0.0204,"Low Risk
(0–30%)",0,0
2061,48.7,7,Month-to-month,0.3092,"Medium Risk
(30–60%)",0,1
2062,25.15,66,Two year,0.0184,"Low Risk
(0–30%)",0,0
2063,76.4,51,One year,0.0648,"Low Risk
(0–30%)",0,0
2064,19.55,30,One year,0.0295,"Low Risk
(0–30%)",0,0
2065,85.35,34,Month-to-month,0.4271,"Medium Risk
(30–60%)",0,0
2066,24.8,64,Two year,0.0143,"Low Risk
(0–30%)",0,0
2067,103.15,65,One year,0.2261,"Low Risk
(0–30%)",0,0
2068,100.75,47,Month-to-month,0.2686,"Low Risk
(0–30%)",0,0
2069,95.6,1,Month-to-month,0.8117,"High Risk
(60–100%)",1,1
2070,59.75,49,Month-to-month,0.1697,"Low Risk
(0–30%)",0,1
2071,94.1,67,Two year,0.0475,"Low Risk
(0–30%)",0,0
2072,19.35,39,One year,0.03,"Low Risk
(0–30%)",0,0
2073,19.9,14,Month-to-month,0.0992,"Low Risk
(0–30%)",0,0
2074,108.15,43,Month-to-month,0.3344,"Medium Risk
(30–60%)",0,1
2075,101.05,56,Month-to-month,0.546,"Medium Risk
(30–60%)",1,0
2076,59.1,14,One year,0.108,"Low Risk
(0–30%)",0,0
2077,71.35,1,Month-to-month,0.749,"High Risk
(60–100%)",1,1
2078,55.85,16,One year,0.0606,"Low Risk
(0–30%)",0,0
2079,106.05,70,Month-to-month,0.3236,"Medium Risk
(30–60%)",0,0
2080,84.1,72,Two year,0.033,"Low Risk
(0–30%)",0,0
2081,75.3,23,Month-to-month,0.3117,"Medium Risk
(30–60%)",0,0
2082,24.7,21,Month-to-month,0.0926,"Low Risk
(0–30%)",0,0
2083,20.15,1,Month-to-month,0.4014,"Medium Risk
(30–60%)",0,1
2084,69.75,1,Month-to-month,0.718,"High Risk
(60–100%)",1,1
2085,93.2,32,Month-to-month,0.5608,"Medium Risk
(30–60%)",1,1
2086,80.85,17,Month-to-month,0.3899,"Medium Risk
(30–60%)",0,1
2087,33.65,4,Month-to-month,0.3683,"Medium Risk
(30–60%)",0,1
2088,55.8,36,One year,0.116,"Low Risk
(0–30%)",0,0
2089,39.7,50,Two year,0.0382,"Low Risk
(0–30%)",0,0
2090,29.5,48,Month-to-month,0.1313,"Low Risk
(0–30%)",0,0
2091,20.15,50,Two year,0.0183,"Low Risk
(0–30%)",0,0
2092,79.55,72,Two year,0.0177,"Low Risk
(0–30%)",0,0
2093,24.8,10,Month-to-month,0.1012,"Low Risk
(0–30%)",0,0
2094,19.65,18,Month-to-month,0.0887,"Low Risk
(0–30%)",0,0
2095,79.95,1,Month-to-month,0.8514,"High Risk
(60–100%)",1,1
2096,19.3,1,Month-to-month,0.2893,"Low Risk
(0–30%)",0,1
2097,94.05,9,Month-to-month,0.7022,"High Risk
(60–100%)",1,0
2098,90.75,2,Month-to-month,0.5242,"Medium Risk
(30–60%)",1,0
2099,78.85,40,Month-to-month,0.2636,"Low Risk
(0–30%)",0,0
2100,99.5,69,One year,0.1725,"Low Risk
(0–30%)",0,0
2101,99.2,37,One year,0.2054,"Low Risk
(0–30%)",0,1
2102,80.55,18,Month-to-month,0.3933,"Medium Risk
(30–60%)",0,0
2103,70.2,11,Month-to-month,0.5606,"Medium Risk
(30–60%)",1,0
2104,85.2,8,Month-to-month,0.6828,"High Risk
(60–100%)",1,1
2105,75.25,3,Month-to-month,0.6449,"High Risk
(60–100%)",1,1
2106,59.45,55,One year,0.0706,"Low Risk
(0–30%)",0,0
2107,93.35,33,Month-to-month,0.4806,"Medium Risk
(30–60%)",0,0
2108,44.95,46,Month-to-month,0.1662,"Low Risk
(0–30%)",0,0
2109,26.1,34,Two year,0.0209,"Low Risk
(0–30%)",0,0
2110,20.2,3,Month-to-month,0.1551,"Low Risk
(0–30%)",0,0
2111,21.25,30,Two year,0.0171,"Low Risk
(0–30%)",0,0
2112,59.4,33,One year,0.0547,"Low Risk
(0–30%)",0,0
2113,95.0,45,One year,0.2031,"Low Risk
(0–30%)",0,0
2114,61.9,40,Month-to-month,0.108,"Low Risk
(0–30%)",0,0
2115,118.65,71,Two year,0.0519,"Low Risk
(0–30%)",0,0
2116,54.35,1,Month-to-month,0.6587,"High Risk
(60–100%)",1,1
2117,64.45,72,Two year,0.0142,"Low Risk
(0–30%)",0,0
2118,80.15,22,Month-to-month,0.4552,"Medium Risk
(30–60%)",0,0
2119,20.2,46,One year,0.0331,"Low Risk
(0–30%)",0,0
2120,21.0,55,Two year,0.015,"Low Risk
(0–30%)",0,0
2121,20.45,1,Month-to-month,0.3107,"Medium Risk
(30–60%)",0,0
2122,75.85,12,One year,0.1832,"Low Risk
(0–30%)",0,0
2123,80.45,31,Month-to-month,0.4774,"Medium Risk
(30–60%)",0,0
2124,24.95,5,Month-to-month,0.5861,"Medium Risk
(30–60%)",1,1
2125,75.5,67,Two year,0.06,"Low Risk
(0–30%)",0,0
2126,44.45,1,Month-to-month,0.4807,"Medium Risk
(30–60%)",0,0
2127,42.35,40,One year,0.079,"Low Risk
(0–30%)",0,1
2128,74.55,41,Month-to-month,0.1747,"Low Risk
(0–30%)",0,0
2129,75.3,1,Month-to-month,0.8413,"High Risk
(60–100%)",1,1
2130,94.8,51,One year,0.149,"Low Risk
(0–30%)",0,1
2131,48.15,42,Two year,0.0246,"Low Risk
(0–30%)",0,0
2132,19.65,23,One year,0.0302,"Low Risk
(0–30%)",0,0
2133,70.55,1,Month-to-month,0.8053,"High Risk
(60–100%)",1,1
2134,20.15,1,Month-to-month,0.3485,"Medium Risk
(30–60%)",0,0
2135,106.6,56,Month-to-month,0.3445,"Medium Risk
(30–60%)",0,0
2136,91.0,15,Month-to-month,0.5937,"Medium Risk
(30–60%)",1,0
2137,25.4,12,Two year,0.0248,"Low Risk
(0–30%)",0,0
2138,69.95,54,Two year,0.021,"Low Risk
(0–30%)",0,0
2139,66.85,7,Month-to-month,0.4327,"Medium Risk
(30–60%)",0,0
2140,86.15,33,Month-to-month,0.3202,"Medium Risk
(30–60%)",0,1
2141,20.15,16,Month-to-month,0.1154,"Low Risk
(0–30%)",0,0
2142,64.85,21,One year,0.077,"Low Risk
(0–30%)",0,0
2143,74.85,30,Two year,0.1396,"Low Risk
(0–30%)",0,0
2144,50.5,3,Month-to-month,0.3467,"Medium Risk
(30–60%)",0,0
2145,72.9,11,Month-to-month,0.447,"Medium Risk
(30–60%)",0,0
2146,115.05,62,One year,0.159,"Low Risk
(0–30%)",0,0
2147,19.0,18,Month-to-month,0.1061,"Low Risk
(0–30%)",0,0
2148,19.55,6,Month-to-month,0.1075,"Low Risk
(0–30%)",0,0
2149,101.1,46,One year,0.3762,"Medium Risk
(30–60%)",0,0
2150,84.1,21,Month-to-month,0.5978,"Medium Risk
(30–60%)",1,0
2151,24.15,68,Two year,0.0165,"Low Risk
(0–30%)",0,0
2152,50.1,1,Month-to-month,0.728,"High Risk
(60–100%)",1,0
2153,74.6,25,Month-to-month,0.4332,"Medium Risk
(30–60%)",0,0
2154,19.75,24,Two year,0.017,"Low Risk
(0–30%)",0,0
2155,85.0,30,Month-to-month,0.5287,"Medium Risk
(30–60%)",1,1
2156,80.55,2,Month-to-month,0.6114,"High Risk
(60–100%)",1,1
2157,106.8,51,One year,0.2863,"Low Risk
(0–30%)",0,0
2158,84.5,57,Two year,0.0372,"Low Risk
(0–30%)",0,0
2159,25.05,15,Two year,0.0263,"Low Risk
(0–30%)",0,0
2160,83.7,72,Two year,0.0154,"Low Risk
(0–30%)",0,0
2161,75.8,2,Month-to-month,0.6881,"High Risk
(60–100%)",1,1
2162,96.6,28,Month-to-month,0.3622,"Medium Risk
(30–60%)",0,0
2163,98.5,29,Month-to-month,0.6462,"High Risk
(60–100%)",1,1
2164,101.1,70,Two year,0.0421,"Low Risk
(0–30%)",0,0
2165,20.2,13,One year,0.0402,"Low Risk
(0–30%)",0,0
2166,94.05,59,One year,0.0881,"Low Risk
(0–30%)",0,0
2167,95.25,13,Month-to-month,0.7455,"High Risk
(60–100%)",1,1
2168,74.4,7,Month-to-month,0.6234,"High Risk
(60–100%)",1,1
2169,81.0,62,Two year,0.0255,"Low Risk
(0–30%)",0,0
2170,60.25,21,One year,0.0651,"Low Risk
(0–30%)",0,0
2171,60.85,2,Month-to-month,0.5195,"Medium Risk
(30–60%)",1,0
2172,43.95,1,Month-to-month,0.4746,"Medium Risk
(30–60%)",0,0
2173,86.05,4,Month-to-month,0.6145,"High Risk
(60–100%)",1,0
2174,20.25,19,One year,0.038,"Low Risk
(0–30%)",0,0
2175,85.15,30,Month-to-month,0.3225,"Medium Risk
(30–60%)",0,1
2176,19.4,67,Two year,0.0142,"Low Risk
(0–30%)",0,0
